paper,title,room,category
5718,"Fault Location Using the Natural Frequency of Oscillation of Current
  Discharge in MTdc Networks",Room 10,eess.SY
5719,A Model of Pupal Water Loss in Glossina,Room 4,q-bio.QM
5720,Modeling active optical networks,Room 8,nlin.AO
5721,"Pathway drug cocktail: targeting Ras signaling based on structural
  pathways",Room 6,q-bio.MN
5722,Cloning Voronoi Diagrams via Retroactive Data Structures,Room 1,cs.CG
5723,"Particle acceleration by strong turbulence in solar flares: theory of
  spectrum evolution",Room 11,astro-ph.SR
5724,"Self-similar solutions for the Kardar-Parisi-Zhang interface dynamic
  equation",Room 5,nlin.AO
5725,"Matching Points: Supplementing Instruments with Covariates in Triangular
  Models",Room 1,econ.EM
5726,"Accelerated Motion-Aware MR Imaging via Motion Prediction from K-Space
  Center",Room 2,eess.IV
5727,Families of dendrograms,Room 5,stat.ML
5728,Homomorphism Preservation on Quasi-Wide Classes,Room 7,cs.LO
5729,From nonlocal gap solitary waves to bound states in periodic media,Room 5,nlin.PS
5730,Effects of carbon pricing and other climate policies on CO2 emissions,Room 4,econ.GN
5731,"Spatial competition and the dynamics of rarity in a temporally varying
  environment",Room 6,q-bio.PE
5732,RHIC Low-Energy Challenges and Plans,Room 11,physics.acc-ph
5733,Fully Bayes factors with a generalized g-prior,Room 1,stat.ME
5734,"Resource-Frugal Classification and Analysis of Pathology Slides Using
  Image Entropy",Room 2,eess.IV
5735,A Survey on Cross-Site Scripting Attacks,Room 10,cs.CR
5736,The optimal combined design of climate mitigation and geoengineering,Room 4,physics.ao-ph
5737,"Has EU accession boosted patents performance in the EU-13? -- A critical
  evaluation using causal impact analysis with Bayesian structural time-series
  models",Room 3,econ.GN
5738,Set-Valued Control Functions,Room 4,econ.EM
5739,"Perturbed preconditioned inverse iteration for operator eigenvalue
  problems with applications to adaptive wavelet discretization",Room 5,math.NA
5740,"Search for direct CP violating charge asymmetries in
  $K^\pm\to\pi^\pm\pi^+\pi^-$ and $K^\pm\to\pi^\pm\pi^0\pi^0$ decays",Room 11,hep-ex
5741,Graph Isomorphism is PSPACE-complete,Room 7,cs.CC
5742,"Reexamination of spin decoherence in semiconductor quantum dots from
  equation-of-motion approach",Room 8,cond-mat.mtrl-sci
5743,Microscopic mechanism for cold denaturation,Room 8,cond-mat.soft
5744,"How winding is the coast of Britain ? Conformal invariance of rocky
  shorelines",Room 5,nlin.CD
5745,"Language-Inspired Modeling Reveals Redundant Encoding of
  N4-acetylcytidine(ac4C) Modifications in mRNA",Room 2,q-bio.OT
5746,"Asymptotic estimates for phi functions for subsets of {m+1, m+2,...,n}",Room 7,math.NT
5747,"Application of maximal monotone operator method for solving
  Hamilton-Jacobi-Bellman equation arising from optimal portfolio selection
  problem",Room 4,q-fin.MF
5748,"Modeling and Predicting Power Consumption of High Performance Computing
  Jobs",Room 10,stat.AP
5749,Optimal Investment under Information Driven Contagious Distress,Room 4,q-fin.PM
5750,Learning What to Learn: Experimental Design when Combining Experimental with Observational Evidence,Room 4,econ.EM
5751,"Sweet silver: A formaldehyde-free silver staining using aldoses as
  developing agents, with enhanced compatibility with mass spectrometry",Room 11,q-bio.GN
5752,"CPT and lepton number violation in neutrino sector: Modified mass matrix
  and oscillation due to gravity",Room 11,hep-ph
5753,"A Kalman Decomposition for Possibly Controllable Uncertain Linear
  Systems",Room 10,cs.SY
5754,Speed-of-light pulses in a nonlinear Weyl equation,Room 5,nlin.PS
5755,The mechanical creep compliance of tissue cells is gamma distributed,Room 6,q-bio.CB
5756,"Amenable groups and Hadamard spaces with a totally disconnected isometry
  group",Room 7,math.GR
5757,WMAP anomalous signal in the ecliptic plane,Room 11,astro-ph.CO
5758,"DADA: Data Assimilation for the Detection and Attribution of Weather-
  and Climate-related Events",Room 1,stat.AP
5759,Identification of fiscal SVAR-IVs in small open economies,Room 4,econ.GN
5760,Hypothesis Testing in Speckled Data with Stochastic Distances,Room 1,stat.ML
5761,Open architecture for multilingual parallel texts,Room 12,cs.CL
5762,Perturbations and chaos in quantum maps,Room 5,nlin.CD
5763,"Comment on ``Precision measurement of the Casimir-Lifshitz force in a
  fluid''",Room 8,physics.atom-ph
5764,Photo-assisted shot noise in Coulomb interacting systems,Room 8,cond-mat.mes-hall
5765,Synthetic CT Generation from MRI Using Improved DualGAN,Room 2,eess.IV
5766,"From Nodeless Clouds and Vortices to Gray Rings and Symmetry-Broken
  States in Two-Dimensional Polariton Condensates",Room 8,nlin.PS
5767,The Degasperis-Procesi equation with self-consistent sources,Room 5,nlin.PS
5768,"A Class of Soliton Solutions for the N=2 Super mKdV/Sinh-Gordon
  Hierarchy",Room 5,nlin.SI
5769,The Monge-Ampere equation: various forms and numerical methods,Room 11,nlin.CD
5770,"Training of Instrumentalists and Development of New Technologies on
  SOFIA",Room 11,astro-ph.IM
5771,Oracle inequalities for computationally adaptive model selection,Room 1,stat.ML
5772,SignalTrain: Profiling Audio Compressors with Deep Neural Networks,Room 2,eess.AS
5773,Entropic Studies of Cytoskeletal Motors Jamming,Room 8,cond-mat.soft
5774,"How to clean a dirty floor: Probabilistic potential theory and the
  Dobrushin uniqueness theorem",Room 5,math.PR
5775,"Characterizing A Database of Sequential Behaviors with Latent Dirichlet
  Hidden Markov Models",Room 1,stat.ML
5776,"Fractional Fourier detection of L\'evy Flights: application to
  Hamiltonian chaotic trajectories",Room 5,nlin.CD
5777,Modular Frobenius manifolds and their invariant flows,Room 7,nlin.SI
5778,The algebro-geometric solutions for the modified Camassa-Holm hierarchy,Room 5,nlin.SI
5779,"A k-NN Method to Classify Rare Astronomical Sources: Photometric Search
  of Brown Dwarfs with Spitzer/IRAC",Room 12,astro-ph.IM
5780,On the Computation of the Topology of a Non-Reduced Implicit Space Curve,Room 5,math.AC
5781,Risk Propagation in Endogenous Supply Chains,Room 4,econ.TH
5782,"Synergy or Rivalry? Glimpses of Regional Modernization and Public
  Service Equalization: A Case Study from China",Room 1,econ.GN
5783,From Random Graph to Small World by Wandering,Room 6,cs.DS
5784,"A note on efficient computation of hybridization number via softwired
  clusters",Room 6,q-bio.PE
5785,"CDfdr: A Comparison Density Approach to Local False Discovery Rate
  Estimation",Room 1,stat.ME
5786,"On the Security of the Cha-Ko-Lee-Han-Cheon Braid Group Public Key
  Cryptosystem",Room 10,cs.CR
5787,"Quantitative Analysis of Cell Membrane Tension in Time-Series Imaging
  and A Minimal Lattice Model of Single Cell Motion",Room 6,q-bio.CB
5788,Definability as hypercomputational effect,Room 10,math.LO
5789,"Agent-based Computational Economics in Management Accounting Research:
  Opportunities and Difficulties",Room 4,econ.GN
5790,"A Coarse-Grained Biophysical Model of E. coli and Its Application to
  Perturbation of the rRNA Operon Copy Number",Room 6,q-bio.MN
5791,"Combinatorial pyramids and discrete geometry for energy-minimizing
  segmentation",Room 1,cs.CV
5792,"BNSP: an R Package for Fitting Bayesian Semiparametric Regression Models
  and Variable Selection",Room 1,stat.OT
5793,Automated Mammogram Analysis with a Deep Learning Pipeline,Room 2,eess.IV
5794,Robust Bayesian inference of networks using Dirichlet t-distributions,Room 1,stat.ME
5795,Central extensions of Lax operator algebras,Room 5,math.QA
5796,"Novel Synchronization of Pulse-Coupled Oscillators on Time-Varying
  Networks",Room 8,nlin.CD
5797,Multiresolution Schemes and its Application to Sedimentation Models,Room 1,math.NA
5798,Multistream CNN for Robust Acoustic Modeling,Room 12,eess.AS
5799,Measuring market liquidity: An introductory survey,Room 3,q-fin.TR
5800,"A water level relationship between consecutive gauge stations along
  Solim\~oes/Amazonas main channel: a wavelet approach",Room 11,stat.AP
5801,On social networks that support learning,Room 4,econ.TH
5802,A Fixed Point Conjecture,Room 7,math.GM
5803,High-dimensional Mixed Graphical Models,Room 1,stat.ML
5804,Microfractured media with a scale and Mumford-Shah energies,Room 8,math.AP
5805,On Consensus under Polynomial Protocols,Room 10,cs.SC
5806,"Classical Trajectory Perspective on Double Ionization Dynamics of
  Diatomic Molecules Irradiated by Ultrashort Intense Laser Pulses",Room 8,physics.atm-clus
5807,"Word Sense Disambiguation Based on Mutual Information and Syntactic
  Patterns",Room 12,cs.CL
5808,"Expressions of algebra elements and transcendental noncommutative
  calculus",Room 7,math.QA
5809,Sign Stable Random Projections for Large-Scale Learning,Room 1,stat.ML
5810,"BPDMN: A Conservative Extension of BPMN with Enhanced Data
  Representation Capabilities",Room 1,cs.SE
5811,A note on the topological order of noncommutative Hall fluids,Room 7,cond-mat.mes-hall
5812,Matching under Imperfectly Transferable Utility,Room 4,econ.GN
5813,On existence of log minimal models,Room 5,math.AG
5814,Dimer percolation and jamming on simple cubic lattice,Room 5,cond-mat.dis-nn
5815,Study on the tea market in India,Room 3,econ.GN
5816,A Note on Sums of Powers,Room 7,math.CA
5817,Geometric representations for minimalist grammars,Room 12,cs.CL
5818,"Empirical Evaluation of PRNU Fingerprint Variation for Mismatched
  Imaging Pipelines",Room 2,eess.IV
5819,Role of dynamic capsomere supply for viral capsid self-assembly,Room 8,q-bio.SC
5820,Estimation and inference for high-dimensional non-sparse models,Room 1,stat.ME
5821,"Entropy Change through Rayleigh-B\'enard Convective Transition with
  Rigid Boundaries",Room 12,cond-mat.stat-mech
5822,The Structural Bite: A Methodological Framework for Minimum Wage Studies using Spanish Administrative Data,Room 1,econ.EM
5823,Higher exponential maps and explicit reciprocity laws I,Room 7,math.NT
5824,Gamma-Ray Bursts as a Threat to Life on Earth,Room 11,astro-ph.EP
5825,Time dependence of joint entropy of oscillating quantum systems,Room 1,quant-ph
5826,Positive Forms and Stability of Linear Time-Delay Systems,Room 5,math.DS
5827,"Phase-amplitude reduction of transient dynamics far from attractors for
  limit-cycling systems",Room 8,nlin.AO
5828,High-Dimensional Bayesian Inference in Nonparametric Additive Models,Room 1,stat.ME
5829,"The Complexity of Molecular Interactions and Bindings between Cyclic
  Peptide and Inhibit Polymerase A and B1 (PAC-PB1N) H1N1",Room 6,q-bio.OT
5830,"Multisoliton solution and super-bilinear form of lattice supersymmetric
  KdV equation",Room 5,nlin.SI
5831,AI empowering research: 10 ways how science can benefit from AI,Room 4,cs.GL
5832,On Dust Charging Equation,Room 8,physics.plasm-ph
5833,On convexity of the frequency response of a stable polynomial,Room 5,math.OC
5834,"Using integrals of squares of certain real-valued special functions to
  prove that the P\'olya \Xi^*(z) function, the functions K_{iz}(a), a > 0, and
  some other entire functions have only real zeros",Room 5,math.CV
5835,"CXCR6, a Newly Defined Biomarker of Tissue-Specific Stem Cell Asymmetric
  Self-Renewal, Identifies More Aggressive Human Melanoma Cancer Stem Cells",Room 6,q-bio.SC
5836,Regularization methods for learning incomplete matrices,Room 2,stat.ML
5837,"Asymptotic replication with modified volatility under small transaction
  costs",Room 3,q-fin.MF
5838,Rational semigroup automata,Room 12,math.RA
5839,"Deep Residual Echo Suppression and Noise Reduction: A Multi-Input FCRN
  Approach in a Hybrid Speech Enhancement System",Room 2,eess.AS
5840,Free Energy Rate Density and Self-organization in Complex Systems,Room 6,nlin.AO
5841,Data-Driven Verification under Signal Temporal Logic Constraints,Room 4,eess.SY
5842,"Mixed Hodge complexes and L^2-cohomology for local systems on ball
  quotients",Room 7,math.AG
5843,"Effect of Passive Reflectors for Enhancing Coverage of 28 GHz mmWave
  Systems in an Outdoor Setting",Room 11,eess.SP
5844,A non-negative expansion for small Jensen-Shannon Divergences,Room 1,stat.ML
5845,On the plausibility of the latent ignorability assumption,Room 4,econ.EM
5846,A Biophysical Model of the Mitochondrial ATP-Mg/Pi Carrier,Room 6,q-bio.CB
5847,An explicit d-bar-integration formula for weighted homogeneous varieties,Room 5,math.CV
5848,"Towards Improving the Mental Model of Software Developers through
  Cartographic Visualization",Room 11,cs.SE
5849,SOBA: Secrecy-preserving Observable Ballot-level Audit,Room 1,stat.AP
5850,Quadratic equations and monodromy evolving deformations,Room 5,math.CA
5851,"A view of mathematics research productivity at U.S. regional public
  universities",Room 1,math.HO
5852,"Predicting Sequences of Progressive Events Times with Time-dependent
  Covariates",Room 1,stat.ME
5853,"Applying Complexity Theory to a Dynamical Process Model of the
  Development of Pathological Belief Systems",Room 6,nlin.AO
5854,Nanodiamond as a vector for siRNA delivery to Ewing sarcoma cells,Room 11,q-bio.BM
5855,"Comment on ""The statistics wars and intellectual conflicts of interest""
  by D. Mayo",Room 1,stat.OT
5856,"Renewable Energy Targets and Unintended Storage Cycling: Implications
  for Energy Modeling",Room 4,econ.GN
5857,Effective phase connectivity from observations,Room 6,nlin.CD
5858,The SSM Toolbox for Matlab,Room 3,stat.CO
5859,Normal forms and uniform approximations for bridge orbit bifurcations,Room 5,nlin.CD
5860,Stochastic behaviour in the edge region of the SINP tokamak,Room 5,physics.plasm-ph
5861,Waiting Times in Simulated Stock Markets,Room 3,q-fin.TR
5862,Cosmography and large scale structure by f(R) gravity: new results,Room 12,astro-ph.CO
5863,Tailored mixing inside a translating droplet,Room 5,nlin.CD
5864,"The Normal Law Under Linear Restrictions: Simulation and Estimation via
  Minimax Tilting",Room 1,stat.CO
5865,"Frequency Independent Framework for Synthesis of Programmable
  Non-reciprocal Networks",Room 10,eess.SP
5866,Realized range-based estimation of integrated variance,Room 3,econ.EM
5867,Assessing Mortality of Blunt Trauma with Co-morbidity,Room 1,q-bio.TO
5868,Turning the Ratchet: Dynamic Screening with Multiple Agents,Room 4,econ.TH
